1.0806880 9.2142900 9.6235100
1.0238100 9.2142900 1.0440010
1.1944440 1.3053570 1.2499770
1.7632280 1.9964290 2.1486530
7.1097900 7.6785700 4.8633300
3.9814800 3.0714300 2.0097000
5.4034400 5.3750000 2.8027000
1.0806880 8.4464300 9.5040400
1.0238100 1.2285710 1.0812140
7.6785700 4.6071400 8.3221500
8.2473500 3.0714300 9.2446400
6.8254000 5.3750000 4.7939100
1.1660050 1.3821430 1.2740890
1.0522490 8.4464300 1.0855450
6.2566100 6.9107100 5.9096400
1.9338620 2.6107140 1.7733050
6.5410100 6.1428600 4.6145900
9.9537000 1.3053570 8.6054900
5.1190500 3.8392900 3.6988600
1.2513230 1.4589290 1.1903930
1.4788360 1.9964290 1.7474960
1.3366400 1.3053570 1.4072500
7.1097900 4.6071400 5.1342700
4.8346600 5.3750000 2.6310000
4.5502600 3.0714300 3.1328300
1.0806880 9.9821400 1.2007950
5.6878300 6.9107100 4.0091800
1.7632280 1.7660710 2.0443050
9.9537000 1.2285710 8.8622800
1.9623020 2.6107140 1.8521260
1.2228840 1.2285710 1.4243760
7.6785700 3.8392900 6.3133200
1.4219580 1.8428570 1.6775750
5.1190500 3.0714300 3.7748000
5.9722200 7.6785700 3.5469600
5.9722200 6.1428600 4.5658500
1.4219580 1.2285710 1.9380200
8.8161400 7.6785700 1.0090300
8.8161400 4.6071400 9.1432300
1.0806880 1.2285710 1.1749420
9.9537000 7.6785700 7.2819400
1.3650790 9.2142900 1.6019530
1.1375660 1.1517860 1.8361310
1.4084510 9.7777800 1.5866180
1.0140850 1.2786320 9.9428100
5.9154900 6.7692300 3.5245700
6.7605600 5.2649600 5.8854800
1.0422540 1.2034190 8.5827200
1.4366200 1.9555560 1.6233250
8.1690100 4.5128200 7.2988300
7.6056300 9.0256400 6.0249700
1.0140850 9.7777800 8.9243800
5.0704200 4.5128200 2.1960200
5.9154900 8.2735000 3.8004800
1.1830990 1.2786320 1.1836910
1.8028170 2.4820510 1.9484360
5.9154900 6.7692300 2.9178500
5.9154900 3.7606800 3.8537300
8.1690100 3.0085500 7.7783400
1.4647890 1.1282050 1.6103790
1.0140850 1.2034190 1.0856170
7.3239400 9.7777800 5.6982600
7.8873200 6.0170900 6.5667500
1.0704230 1.1282050 9.8778800
1.2394370 1.2786320 1.2453870
1.1830990 1.2786320 1.1881360
1.7183100 1.8803420 2.1628760
7.0422500 5.2649600 5.1280000
8.4507000 6.7692300 7.4917800
4.5070400 4.5128200 2.1782000
1.3802820 1.4290600 1.3827680
1.2676060 1.1282050 1.5028210
1.0422540 6.7692300 1.3117940
5.3521100 6.7692300 2.7044100
1.6901410 1.9555560 2.2929660
8.7323900 6.0170900 9.2670700
1.0985920 9.7777800 1.2644980
9.0140800 7.5213700 9.1687500
7.0422500 6.0170900 6.1747000
1.3802820 1.8803420 1.7622020
4.7887300 3.0085500 2.8588600
5.3521100 3.7606800 2.9522600
1.3239440 1.0529910 1.6252300
1.2112680 1.2034190 1.3859430
1.0704230 1.0529910 1.0326060
7.0422500 5.2649600 6.6402900
1.7464790 2.3316240 2.0609710
4.6938800 3.6106800 2.5423200
4.6938800 3.6106800 1.8787000
1.0170070 7.9434900 7.7433900
9.3877600 1.0832030 9.6490000
7.5623600 5.0549500 6.2049500
6.7800500 7.9434900 4.0955200
1.0430840 1.1554160 9.2575400
1.1995460 1.3720570 1.1874870
1.0170070 1.2998430 9.7852000
4.1723400 2.1664100 2.7359000
8.6054400 5.7770800 7.8286300
4.9546500 2.8885400 2.9668700
5.9977300 4.3328100 6.0323200
1.0430840 1.0109890 1.1501270
1.1473920 1.0109890 1.0657880
1.9557820 2.3108320 1.9377050
4.4331100 2.1664100 2.6944700
9.6485300 1.0832030 1.0870030
6.2585000 6.4992200 6.0328000
1.3038550 8.6656200 1.6024200
1.0170070 8.6656200 1.1326730
6.2585000 5.0549500 5.2065500
6.5192700 5.7770800 5.3053700
4.6938800 6.4992200 3.7902600
1.4863950 1.2276300 1.5399630
4.4331100 2.8885400 2.3225400
1.0170070 8.6656200 1.1416980
8.3446700 5.0549500 8.8091800
1.4081630 1.4442700 1.3308770
1.3820860 1.0109890 1.6482090
1.1734690 1.1554160 1.1937250
7.0408200 5.0549500 8.9858600
1.3299320 1.5886970 1.2028450
1.4863950 1.9497650 1.6643530
