  1.0806880e+00 9.2142900e-00 9.6235100e-00
  1.0238100e+00 9.2142900e-00 1.0440010e+00
  1.1944440e+00 1.3053570e+00 1.2499770e+00
  1.7632280e+00 1.9964290e+00 2.1486530e+00
  7.1097900e-00 7.6785700e-00 4.8633300e-00
  3.9814800e-00 3.0714300e-00 2.0097000e-00
  5.4034400e-00 5.3750000e-00 2.8027000e-00
  1.0806880e+00 8.4464300e-00 9.5040400e-00
  1.0238100e+00 1.2285710e+00 1.0812140e+00
  7.6785700e-00 4.6071400e-00 8.3221500e-00
  8.2473500e-00 3.0714300e-00 9.2446400e-00
  6.8254000e-00 5.3750000e-00 4.7939100e-00
  1.1660050e+00 1.3821430e+00 1.2740890e+00
  1.0522490e+00 8.4464300e-00 1.0855450e+00
  6.2566100e-00 6.9107100e-00 5.9096400e-00
  1.9338620e+00 2.6107140e+00 1.7733050e+00
  6.5410100e-00 6.1428600e-00 4.6145900e-00
  9.9537000e-00 1.3053570e+00 8.6054900e-00
  5.1190500e-00 3.8392900e-00 3.6988600e-00
  1.2513230e+00 1.4589290e+00 1.1903930e+00
  1.4788360e+00 1.9964290e+00 1.7474960e+00
  1.3366400e+00 1.3053570e+00 1.4072500e+00
  7.1097900e-00 4.6071400e-00 5.1342700e-00
  4.8346600e-00 5.3750000e-00 2.6310000e-00
  4.5502600e-00 3.0714300e-00 3.1328300e-00
  1.0806880e+00 9.9821400e-00 1.2007950e+00
  5.6878300e-00 6.9107100e-00 4.0091800e-00
  1.7632280e+00 1.7660710e+00 2.0443050e+00
  9.9537000e-00 1.2285710e+00 8.8622800e-00
  1.9623020e+00 2.6107140e+00 1.8521260e+00
  1.2228840e+00 1.2285710e+00 1.4243760e+00
  7.6785700e-00 3.8392900e-00 6.3133200e-00
  1.4219580e+00 1.8428570e+00 1.6775750e+00
  5.1190500e-00 3.0714300e-00 3.7748000e-00
  5.9722200e-00 7.6785700e-00 3.5469600e-00
  5.9722200e-00 6.1428600e-00 4.5658500e-00
  1.4219580e+00 1.2285710e+00 1.9380200e+00
  8.8161400e-00 7.6785700e-00 1.0090300e+00
  8.8161400e-00 4.6071400e-00 9.1432300e-00
  1.0806880e+00 1.2285710e+00 1.1749420e+00
  9.9537000e-00 7.6785700e-00 7.2819400e-00
  1.3650790e+00 9.2142900e-00 1.6019530e+00
  1.1375660e+00 1.1517860e+00 1.8361310e+00
  1.4084510e+00 9.7777800e-00 1.5866180e+00
  1.0140850e+00 1.2786320e+00 9.9428100e-00
  5.9154900e-00 6.7692300e-00 3.5245700e-00
  6.7605600e-00 5.2649600e-00 5.8854800e-00
  1.0422540e+00 1.2034190e+00 8.5827200e-00
  1.4366200e+00 1.9555560e+00 1.6233250e+00
  8.1690100e-00 4.5128200e-00 7.2988300e-00
  7.6056300e-00 9.0256400e-00 6.0249700e-00
  1.0140850e+00 9.7777800e-00 8.9243800e-00
  5.0704200e-00 4.5128200e-00 2.1960200e-00
  5.9154900e-00 8.2735000e-00 3.8004800e-00
