0.345133 0.230769 0.084563
0.610619 0.307692 0.402226
0.982301 1.384615 0.969926
0.982301 1.307692 0.918364
1.353982 1.000000 1.660136
0.769912 0.538462 0.835380
1.300885 1.153846 1.268039
1.088496 1.461538 1.072226
0.849558 0.538462 0.670871
1.486726 1.000000 1.703925
0.769912 0.461538 0.888803
0.424779 0.230769 0.217484
1.672566 1.923077 2.343586
0.557522 0.692308 0.486836
0.530973 0.769231 0.370238
1.008850 1.000000 1.087796
0.424779 0.461538 0.192256
0.345133 0.153846 0.243324
0.318584 0.230769 0.151200
1.619469 1.692308 2.113218
0.982301 1.000000 1.103884
1.911504 2.538462 2.024321
0.769912 0.461538 0.266101
0.876106 0.538462 0.932285
1.592920 2.307692 1.588977
0.345133 0.230769 0.230840
1.247788 1.692308 1.083485
1.221239 1.538462 1.069823
0.690265 0.461538 0.501982
0.982301 1.230769 0.587416
1.221239 0.923077 0.790790
1.513274 1.230769 1.501635
1.407080 1.076923 1.803210
1.115044 1.153846 1.328505
1.115044 1.076923 1.251315
0.743363 0.769231 0.626800
0.982301 1.461538 1.123011
0.902655 0.384615 0.781109
1.805310 2.230769 2.227860
0.823009 0.461538 1.107747
1.008850 1.076923 1.105863
1.300885 1.615385 1.282643
0.741722 0.682927 0.869520
1.792494 2.134146 2.072555
0.772627 0.682927 0.541710
1.390728 1.109756 1.737516
0.803532 0.512195 0.683409
1.050773 1.109756 1.107397
1.359823 1.109756 1.583570
0.710817 0.512195 0.565318
0.649007 0.597561 0.341729
1.267108 1.536585 1.220200
1.730684 1.963415 2.298407
0.649007 0.597561 0.419956
1.298013 1.024390 1.661994
1.761589 2.134146 2.072654
1.050773 1.280488 0.940222
0.463576 0.170732 0.169758
1.298013 1.109756 1.765747
0.432671 0.341463 0.177258
0.463576 0.170732 0.211884
0.896247 0.512195 0.618191
0.865342 0.512195 0.841830
0.432671 0.256098 0.251600
0.618102 0.853659 0.307251
0.679912 0.682927 0.538366
1.019868 1.024390 1.094216
1.050773 1.365854 0.877734
0.370861 0.256098 0.213113
1.050773 1.195122 1.026982
1.267108 1.536585 1.071715
0.741722 0.426829 0.908375
1.298013 0.939024 1.665707
1.761589 2.304878 2.032741
0.618102 0.426829 0.378322
1.174393 1.280488 1.235103
0.741722 0.341463 0.792941
0.556291 0.853659 0.313817
1.637969 2.390244 1.872796
1.081678 1.280488 1.071838
0.741722 0.853659 0.637127
1.576159 2.048780 1.736040
1.019868 0.939024 0.889759
1.112583 0.939024 1.183632
0.825092 0.442387 0.760621
0.952030 0.884774 0.807522
0.729889 0.353909 0.469690
1.015498 1.238683 0.974045
0.983764 1.061728 1.005607
0.539483 0.707819 0.299442
0.444280 0.442387 0.122752
1.586716 2.123457 1.687713
1.047232 1.061728 1.122175
1.047232 1.327160 0.975520
0.634686 0.619342 0.393245
1.110701 1.327160 0.953945
0.761624 0.353909 0.752756
1.332841 0.973251 1.618149
1.396310 1.150206 1.755000
1.745387 2.388889 2.154893
0.380812 0.265432 0.154157
0.539483 0.442387 0.349965
1.554982 2.034979 1.603326
0.412546 0.176955 0.147224
0.729889 0.707819 0.575911
0.825092 0.707819 0.812619
1.110701 0.973251 1.166231
0.539483 0.796296 0.225480
1.364576 1.327160 1.450643
1.205904 1.415638 1.245005
1.396310 1.061728 1.762191
1.364576 1.061728 1.423324
0.983764 1.415638 0.868471
1.142435 0.707819 1.381286
0.698155 0.530864 0.611741
1.681919 2.034979 2.340482
0.761624 0.442387 0.966854
1.840590 2.388889 1.983196
0.698155 0.442387 0.539900
0.634686 0.619342 0.351284
0.761624 0.619342 0.617639
1.745387 2.123457 2.272083
1.459779 0.973251 1.304246
0.380812 0.265432 0.152269
0.983764 1.061728 1.138861
1.205904 1.592593 1.415951
0.444280 0.353909 0.286584
1.022677 1.230640 0.817317
1.331858 1.085859 1.196838
0.332965 0.144781 0.183450
0.998894 1.447811 1.063568
1.236726 1.592593 1.124066
1.545907 1.230640 1.489681
1.094027 1.013468 1.120946
0.594580 0.361953 0.393366
0.380531 0.217172 0.224760
1.308075 1.085859 1.412117
0.808628 0.579125 0.978480
1.498341 1.230640 1.686323
1.498341 1.013468 1.607474
1.569690 1.303030 1.770106
1.046460 1.303030 0.917861
0.761062 0.723906 0.757105
0.594580 0.506734 0.472847
0.975111 1.230640 1.054923
1.046460 1.592593 0.973383
0.618363 0.868687 0.471052
1.807522 2.244108 2.115575
0.784845 0.506734 0.680826
0.713496 0.723906 0.535852
0.428097 0.289562 0.205186
1.974004 2.823232 2.173952
0.475664 0.289562 0.223761
0.784845 0.579125 0.795663
1.403208 1.158249 1.581864
0.856195 0.723906 0.943960
1.117810 1.158249 1.120640
0.523230 0.796296 0.299673
0.998894 1.230640 0.996566
0.356748 0.289562 0.132373
0.523230 0.506734 0.263624
0.547013 0.868687 0.322918
1.070243 1.664983 1.040262
1.379425 0.868687 1.404083
0.784845 0.723906 0.725154
1.284292 1.882155 1.228810
1.260509 1.592593 1.418071
0.689712 0.651515 0.655481
1.022677 1.158249 1.682816
